job_id,provider_id,location_id,service,completion_date,job_cost,distance_miles,response_hours,days_to_complete,quality_score,job_status
J00288,P0222,L022,Emergency Callout,2024-12-04,4296.43,145.8,38,3,4.7,Rework Required
J00289,P0068,L031,Vactor / Jet Vac,2025-07-17,4202.99,132.4,36,2,4.4,Completed
J00290,P0076,L027,Stormwater Inspection,2024-03-21,1789.07,161.0,30,1,5.0,Completed
J00291,P0288,L017,Emergency Callout,2025-05-25,3287.65,129.2,33,4,3.5,Completed
J00292,P0237,L053,CCTV Inspection,2026-02-02,4555.63,349.5,33,3,4.0,Completed
J00293,P0048,L003,CCTV Inspection,2024-02-06,2902.63,140.6,24,6,3.2,Completed
J00294,P0263,L018,Vactor / Jet Vac,2026-03-21,4248.49,161.5,36,2,4.4,Completed
J00295,P0127,L073,Pond Maintenance,2025-07-29,10575.18,161.2,33,11,2.7,Completed
J00296,P0182,L018,Emergency Callout,2025-01-07,2221.69,16.2,3,7,4.5,Completed
J00297,P0075,L049,Catch Basin Repair,2024-12-05,4982.64,81.4,32,5,4.8,Completed
J00298,P0224,L051,Emergency Callout,2025-01-07,3401.65,7.2,16,5,4.3,Completed
J00299,P0141,L043,CCTV Inspection,2025-11-05,2546.83,165.8,41,6,4.0,Completed
J00300,P0112,L036,Erosion Control,2025-10-10,7109.55,113.3,11,4,3.9,Rework Required
J00301,P0224,L066,Pond Maintenance,2025-01-17,7462.76,148.0,13,10,4.9,Completed
J00302,P0069,L030,Vactor / Jet Vac,2025-05-19,4463.43,167.8,38,9,4.4,Completed
J00303,P0007,L058,Stormwater Inspection,2025-09-17,1654.11,81.7,27,2,3.3,Completed
J00304,P0210,L063,CCTV Inspection,2025-02-06,2044.75,106.1,23,12,3.4,Completed
J00305,P0154,L008,Catch Basin Repair,2024-04-20,5478.0,107.0,45,9,3.6,Completed
J00306,P0151,L018,Vactor / Jet Vac,2026-05-07,2042.84,25.3,28,3,4.6,Completed
J00307,P0199,L068,CCTV Inspection,2025-04-06,2390.42,114.7,23,1,4.3,Completed
J00308,P0144,L020,Pipe Lining,2024-01-05,11249.35,154.0,9,8,4.1,Completed
J00309,P0255,L002,Vactor / Jet Vac,2025-03-19,4067.1,93.4,21,8,4.4,Completed
J00310,P0168,L037,Emergency Callout,2026-03-10,4547.48,292.1,30,5,4.9,Cancelled
J00311,P0220,L062,Pipe Lining,2024-06-26,8269.94,144.3,33,8,4.6,Completed
J00312,P0102,L063,Pipe Lining,2025-11-04,8870.04,31.9,22,4,4.2,Completed
J00313,P0226,L054,Erosion Control,2025-01-28,4028.33,62.5,1,8,3.9,Completed
J00314,P0210,L039,Catch Basin Repair,2024-12-17,5213.36,139.3,35,4,3.7,Rework Required
J00315,P0103,L072,Emergency Callout,2024-05-21,3477.92,65.0,37,5,3.8,Completed
J00316,P0138,L015,Pond Maintenance,2025-07-14,4318.22,173.9,19,11,4.0,Completed
J00317,P0213,L068,Catch Basin Repair,2025-10-01,6995.83,157.7,20,10,5.0,Completed
J00318,P0104,L063,Erosion Control,2024-05-15,7550.38,299.1,42,8,4.3,Rework Required
J00319,P0102,L052,Pipe Lining,2025-12-11,11380.57,171.5,24,5,3.7,Completed
J00320,P0294,L067,CCTV Inspection,2025-07-29,2399.32,103.2,9,5,3.1,Completed
J00321,P0211,L005,Stormwater Inspection,2026-07-04,1895.47,103.5,3,6,5.0,Completed
J00322,P0070,L031,Pond Maintenance,2025-03-08,8253.23,35.1,32,1,2.9,Completed
J00323,P0209,L005,CCTV Inspection,2024-05-28,3503.62,171.8,15,2,4.8,Completed
J00324,P0110,L029,Vactor / Jet Vac,2026-02-07,4237.97,125.4,32,4,4.5,Completed
J00325,P0270,L041,Pond Maintenance,2024-05-29,8339.92,95.8,31,7,4.9,Completed
J00326,P0171,L074,Pond Maintenance,2025-07-08,3715.03,141.7,21,8,4.1,Completed
J00327,P0233,L023,Emergency Callout,2026-06-07,3801.46,147.7,2,2,3.7,Completed
J00328,P0231,L001,Catch Basin Repair,2025-07-28,4348.22,24.8,29,10,3.5,Completed
J00329,P0124,L008,Pond Maintenance,2024-02-18,4926.24,139.1,42,4,3.9,Cancelled
J00330,P0195,L038,Stormwater Inspection,2026-03-18,1591.02,92.5,21,2,5.0,Rework Required
J00331,P0130,L028,Erosion Control,2024-02-25,6711.36,311.4,33,5,4.3,Completed
J00332,P0258,L021,Pond Maintenance,2026-06-08,6546.25,87.7,33,7,4.7,Completed
J00333,P0137,L004,Emergency Callout,2025-10-10,3921.74,43.4,13,10,4.0,Completed
J00334,P0256,L005,Erosion Control,2025-07-13,5780.21,156.0,22,6,3.9,Completed
J00335,P0084,L050,Catch Basin Repair,2024-07-17,6424.87,135.2,40,9,4.3,Completed
J00336,P0180,L049,Pipe Lining,2024-03-17,13345.83,53.7,8,11,4.4,Completed
J00337,P0248,L066,Pipe Lining,2024-05-02,13673.25,116.3,38,5,4.1,Completed
J00338,P0066,L064,Stormwater Inspection,2024-09-27,2169.96,153.7,25,3,4.1,Completed
J00339,P0256,L064,Pond Maintenance,2025-04-22,6526.96,149.7,34,2,4.3,Completed
J00340,P0250,L040,Pipe Lining,2024-11-26,10718.91,119.4,1,10,4.0,Completed
J00341,P0157,L029,Pond Maintenance,2025-08-09,7164.12,129.3,39,5,4.5,Completed
J00342,P0216,L033,CCTV Inspection,2024-11-21,2899.16,97.2,44,3,3.7,Completed
J00343,P0041,L019,Pipe Lining,2026-03-16,12372.21,152.1,9,2,4.1,Completed
J00344,P0292,L017,Stormwater Inspection,2025-02-17,2131.91,168.4,32,2,4.9,Completed
J00345,P0240,L043,Catch Basin Repair,2025-11-10,5547.74,156.5,18,2,4.6,Completed
J00346,P0202,L075,Erosion Control,2026-02-09,6783.11,167.8,30,7,4.1,Completed
J00347,P0111,L067,Emergency Callout,2026-04-23,3107.09,66.3,28,6,5.0,Completed
J00348,P0198,L051,Vactor / Jet Vac,2024-12-20,4255.23,162.7,15,5,4.5,Completed
J00349,P0264,L016,Catch Basin Repair,2025-11-29,4705.66,121.5,32,4,3.6,Completed
J00350,P0207,L043,Stormwater Inspection,2024-04-26,4094.41,406.7,33,5,4.7,Completed
J00351,P0091,L054,Pond Maintenance,2025-06-13,7132.11,162.0,32,4,4.7,Completed
J00352,P0057,L051,Erosion Control,2025-06-04,4942.96,40.8,5,3,4.2,Completed
J00353,P0255,L002,Vactor / Jet Vac,2025-10-29,3993.73,93.4,12,4,4.8,Completed
J00354,P0230,L052,CCTV Inspection,2024-06-20,4183.56,340.3,59,5,4.6,Rework Required
J00355,P0155,L011,Vactor / Jet Vac,2024-08-03,3536.83,133.1,26,6,5.0,Completed
J00356,P0103,L073,Catch Basin Repair,2025-03-10,5438.32,75.2,36,6,3.7,Completed
J00357,P0154,L002,Catch Basin Repair,2025-12-20,3660.75,150.7,51,3,3.6,Completed
J00358,P0116,L044,Stormwater Inspection,2024-03-14,1756.89,148.4,21,7,3.9,Completed
J00359,P0116,L060,Pipe Lining,2026-01-04,10654.94,110.3,28,6,3.9,Completed
J00360,P0087,L032,CCTV Inspection,2024-07-01,2666.98,69.0,25,2,3.5,Completed
J00361,P0199,L050,CCTV Inspection,2024-08-21,2306.78,116.8,30,3,5.0,Cancelled
J00362,P0288,L025,Stormwater Inspection,2025-10-07,1830.52,145.4,48,1,4.1,Completed
J00363,P0285,L012,Erosion Control,2025-11-20,4616.49,2.0,33,7,4.4,Completed
J00364,P0210,L034,Vactor / Jet Vac,2025-09-25,4183.01,135.9,34,7,3.8,Completed
J00365,P0294,L022,Vactor / Jet Vac,2024-03-15,3541.58,130.6,10,5,3.1,Completed
J00366,P0207,L031,CCTV Inspection,2025-12-03,2997.12,126.9,20,7,5.0,Completed
J00367,P0268,L059,CCTV Inspection,2025-03-24,2908.48,167.0,25,6,4.8,Completed
J00368,P0093,L024,Vactor / Jet Vac,2025-06-30,4292.77,137.5,7,2,3.4,Completed
J00369,P0067,L043,Stormwater Inspection,2026-05-19,1621.98,79.4,27,5,3.8,Completed
J00370,P0121,L042,Pipe Lining,2026-06-27,10380.57,169.9,18,8,3.6,Cancelled
J00371,P0238,L001,Erosion Control,2024-01-12,6790.88,329.2,35,4,4.5,Completed
J00372,P0043,L074,Pipe Lining,2024-01-06,11262.4,109.9,17,4,4.4,Completed
J00373,P0231,L019,Stormwater Inspection,2024-03-28,1820.59,33.8,31,9,3.8,Completed
J00374,P0113,L063,Erosion Control,2025-10-23,6833.84,172.6,34,6,3.8,Completed
J00375,P0054,L024,Pipe Lining,2024-08-14,10140.29,170.4,31,7,4.8,Completed
J00376,P0091,L069,Pond Maintenance,2024-07-04,6287.02,52.4,23,4,5.0,Completed
J00377,P0049,L061,Vactor / Jet Vac,2025-07-16,3184.2,24.2,40,3,4.4,Completed
J00378,P0150,L017,CCTV Inspection,2024-03-09,2388.53,53.1,3,2,4.0,Completed
J00379,P0201,L037,Catch Basin Repair,2025-05-13,5311.08,113.8,27,7,4.3,Rework Required
J00380,P0290,L036,Erosion Control,2025-11-02,4623.53,111.9,12,4,3.8,Completed
J00381,P0070,L023,Pond Maintenance,2026-07-10,7239.31,155.2,48,8,3.8,Completed
J00382,P0211,L009,Emergency Callout,2025-09-23,3850.53,149.3,14,1,5.0,Completed
J00383,P0164,L032,Pipe Lining,2025-01-08,6383.32,97.8,14,8,4.0,Completed
J00384,P0285,L027,Stormwater Inspection,2024-11-16,1443.44,111.3,21,5,5.0,Completed
J00385,P0092,L004,Catch Basin Repair,2025-10-18,4088.17,163.8,19,3,4.2,Completed
J00386,P0296,L067,Erosion Control,2026-01-20,4090.55,34.5,30,4,4.0,Completed
J00387,P0120,L009,Emergency Callout,2025-01-02,3595.22,145.4,6,7,3.8,Completed
J00388,P0168,L054,Emergency Callout,2024-06-28,3564.46,24.8,23,4,4.8,Completed
J00389,P0249,L027,CCTV Inspection,2026-05-29,2070.51,58.0,31,7,4.2,Completed
J00390,P0090,L063,Catch Basin Repair,2026-06-26,3926.92,33.4,28,6,5.0,Completed
J00391,P0268,L048,CCTV Inspection,2026-05-19,2484.77,155.8,23,4,5.0,Completed
J00392,P0248,L019,Vactor / Jet Vac,2025-08-15,5238.49,169.7,49,6,4.0,Completed
J00393,P0149,L039,Catch Basin Repair,2025-07-18,6462.83,312.0,46,8,3.9,Completed
J00394,P0137,L073,Emergency Callout,2024-06-01,2598.7,35.8,6,1,4.1,Completed
J00395,P0141,L002,Catch Basin Repair,2025-08-26,3533.53,96.6,29,5,4.4,Completed
J00396,P0197,L059,Pond Maintenance,2025-05-28,8249.27,140.3,26,10,4.1,Completed
J00397,P0237,L052,Stormwater Inspection,2024-01-11,1744.41,91.4,19,5,4.9,Completed
J00398,P0220,L038,Pipe Lining,2024-05-23,7798.35,127.6,43,4,5.0,Completed
J00399,P0098,L002,Pipe Lining,2025-08-02,9309.35,25.6,29,8,4.0,Completed
J00400,P0139,L023,Pipe Lining,2025-05-10,10060.49,173.3,11,4,3.5,Cancelled
J00401,P0190,L053,Vactor / Jet Vac,2025-05-14,4587.78,101.1,11,5,3.9,Completed
J00402,P0054,L074,Pond Maintenance,2024-02-13,8469.51,23.3,18,7,4.0,Completed
J00403,P0117,L057,Erosion Control,2025-04-10,4503.68,79.0,24,5,3.7,Completed
J00404,P0262,L024,Vactor / Jet Vac,2024-11-27,4428.54,135.8,23,9,2.7,Completed
J00405,P0038,L017,Pond Maintenance,2024-09-26,5162.87,23.0,22,6,3.5,Completed
J00406,P0037,L055,Pipe Lining,2025-01-22,8497.3,100.4,34,6,4.6,Completed
J00407,P0232,L064,CCTV Inspection,2025-01-20,2147.17,169.0,1,1,3.4,Rework Required
J00408,P0027,L027,Catch Basin Repair,2024-12-27,5987.81,153.9,4,4,4.7,Completed
J00409,P0285,L017,Erosion Control,2025-05-08,7280.03,132.2,22,9,4.5,Completed
J00410,P0151,L018,Vactor / Jet Vac,2024-05-22,2652.89,25.3,31,7,4.9,Completed
J00411,P0228,L053,Catch Basin Repair,2025-10-20,5499.24,112.5,23,6,4.0,Completed
J00412,P0180,L009,Pipe Lining,2025-01-05,8659.82,39.1,1,8,4.6,Completed
J00413,P0148,L031,CCTV Inspection,2025-02-28,3395.61,111.3,2,5,3.7,Completed
J00414,P0119,L072,CCTV Inspection,2025-05-05,2936.22,133.1,15,7,4.6,Completed
J00415,P0147,L016,Pipe Lining,2025-02-24,7689.95,2.9,26,9,3.7,Completed
J00416,P0023,L032,Vactor / Jet Vac,2025-08-29,4012.2,102.1,21,6,3.4,Completed
J00417,P0198,L007,Vactor / Jet Vac,2024-05-30,3462.01,104.8,24,7,4.0,Completed
J00418,P0090,L070,Pond Maintenance,2025-06-13,7502.33,260.4,41,8,4.1,Rework Required
J00419,P0238,L008,Vactor / Jet Vac,2026-01-15,4246.98,121.0,23,7,4.8,Completed
J00420,P0277,L052,Pond Maintenance,2024-08-09,8328.42,368.4,19,6,3.9,Completed
J00421,P0224,L048,Emergency Callout,2024-06-23,3561.34,156.8,15,4,3.7,Completed
J00422,P0199,L047,Stormwater Inspection,2026-03-24,1417.17,52.2,20,3,4.7,Completed
J00423,P0109,L058,Pipe Lining,2025-06-07,10143.54,30.7,11,3,4.0,Completed
J00424,P0052,L036,Erosion Control,2025-09-02,5923.42,141.3,19,8,3.6,Completed
J00425,P0266,L068,Catch Basin Repair,2024-05-15,3798.36,63.7,32,6,4.3,Completed
J00426,P0002,L023,Catch Basin Repair,2025-05-31,4250.41,113.6,14,6,4.5,Completed
J00427,P0180,L064,Pipe Lining,2024-06-30,8482.71,137.6,6,1,4.2,Completed
J00428,P0269,L026,Vactor / Jet Vac,2025-06-28,2199.32,84.3,5,5,4.0,Completed
J00429,P0187,L038,CCTV Inspection,2025-11-06,1979.95,98.2,28,2,5.0,Completed
J00430,P0142,L060,Vactor / Jet Vac,2026-03-04,4088.51,114.4,31,4,4.2,Completed
J00431,P0129,L068,Stormwater Inspection,2025-01-14,1292.84,66.4,17,1,3.8,Completed
J00432,P0007,L032,Stormwater Inspection,2026-04-01,2113.46,174.5,32,2,4.0,Completed
J00433,P0146,L013,Stormwater Inspection,2026-04-03,1992.02,139.2,6,3,3.8,Completed
J00434,P0194,L061,CCTV Inspection,2024-09-17,2570.52,86.0,34,3,4.6,Completed
J00435,P0108,L020,Catch Basin Repair,2024-03-26,5117.29,198.5,18,4,2.6,Completed
J00436,P0299,L070,Stormwater Inspection,2024-01-06,816.17,12.1,10,1,3.4,Completed
J00437,P0286,L037,Vactor / Jet Vac,2024-04-30,3598.88,83.2,34,6,4.2,Completed
J00438,P0076,L054,Stormwater Inspection,2025-12-05,1820.53,99.7,6,3,5.0,Completed
J00439,P0007,L006,Stormwater Inspection,2024-06-07,1809.96,160.1,28,7,3.3,Completed
J00440,P0150,L015,Pond Maintenance,2025-07-02,7140.04,156.3,20,10,4.2,Completed
J00441,P0084,L035,Erosion Control,2025-11-27,5533.2,106.1,25,1,4.2,Completed
J00442,P0231,L019,Catch Basin Repair,2026-03-13,5309.59,33.8,21,5,3.9,Completed
J00443,P0095,L050,Pipe Lining,2025-07-22,9390.2,158.0,33,10,4.3,Completed
J00444,P0286,L014,Pond Maintenance,2026-03-03,7512.69,129.9,39,3,5.0,Completed
J00445,P0203,L054,Pipe Lining,2025-11-06,11157.97,168.0,17,8,4.2,Completed
J00446,P0186,L023,Catch Basin Repair,2025-12-17,5299.05,142.9,16,9,4.0,Cancelled
J00447,P0207,L036,CCTV Inspection,2025-02-14,2943.39,157.7,12,6,4.2,Completed
J00448,P0082,L053,Vactor / Jet Vac,2025-10-13,4222.76,141.4,8,10,4.0,Completed
J00449,P0206,L067,CCTV Inspection,2025-04-27,2448.34,111.2,35,3,4.6,Cancelled
J00450,P0133,L060,Stormwater Inspection,2024-09-26,1689.75,106.8,20,6,3.8,Completed
J00451,P0200,L032,CCTV Inspection,2026-01-11,2695.01,87.1,22,6,5.0,Completed
J00452,P0207,L005,Stormwater Inspection,2025-06-17,1905.34,164.6,29,2,4.5,Completed
J00453,P0263,L014,Vactor / Jet Vac,2026-04-19,3833.07,232.5,33,7,4.4,Completed
J00454,P0288,L008,Emergency Callout,2024-07-25,4075.88,21.4,24,1,3.8,Completed
J00455,P0286,L060,Pond Maintenance,2026-03-13,7938.12,83.1,39,1,5.0,Completed
J00456,P0255,L065,Catch Basin Repair,2025-11-21,5193.41,69.3,6,4,4.8,Completed
J00457,P0114,L070,Catch Basin Repair,2024-06-10,4826.98,119.0,18,7,3.7,Completed
J00458,P0093,L038,Pond Maintenance,2024-12-27,7535.46,34.6,15,6,3.1,Completed
J00459,P0087,L044,Stormwater Inspection,2025-06-14,2385.94,172.8,42,7,3.7,Completed
J00460,P0178,L058,CCTV Inspection,2025-07-16,3887.51,311.6,17,5,3.1,Completed
J00461,P0157,L053,Erosion Control,2026-04-15,5831.68,50.8,14,3,4.5,Completed
J00462,P0264,L018,Catch Basin Repair,2025-02-17,6075.54,125.5,46,5,3.9,Completed
J00463,P0031,L024,Pond Maintenance,2025-06-02,8644.7,110.1,22,7,3.9,Completed
J00464,P0215,L036,CCTV Inspection,2024-12-14,3344.56,127.4,17,1,3.6,Cancelled
J00465,P0200,L054,Pond Maintenance,2026-04-12,5286.91,82.6,31,7,4.5,Completed
J00466,P0140,L045,Pond Maintenance,2025-01-21,8626.88,154.8,26,2,3.6,Completed
J00467,P0138,L029,Catch Basin Repair,2026-03-05,4589.55,63.6,19,4,4.2,Completed
J00468,P0216,L038,Emergency Callout,2026-06-01,3747.47,146.2,40,6,3.6,Completed
J00469,P0206,L065,CCTV Inspection,2025-01-26,3142.21,103.0,33,1,3.9,Completed
J00470,P0103,L018,Catch Basin Repair,2024-08-23,4484.3,55.4,32,2,3.7,Completed
J00471,P0128,L014,Stormwater Inspection,2025-06-12,2102.28,154.1,40,3,5.0,Completed
J00472,P0079,L028,Pond Maintenance,2024-04-05,5850.2,28.5,30,3,4.7,Completed
J00473,P0114,L045,Erosion Control,2024-07-01,6541.02,134.0,32,4,4.5,Completed
J00474,P0226,L019,Erosion Control,2025-08-10,4798.44,48.7,2,7,4.0,Completed
J00475,P0034,L066,Catch Basin Repair,2024-07-23,4891.58,23.8,29,8,3.8,Completed
J00476,P0260,L022,Catch Basin Repair,2024-07-30,3613.89,141.2,10,2,4.1,Completed
J00477,P0295,L041,Catch Basin Repair,2024-12-30,5780.58,171.7,29,5,3.1,Completed
J00478,P0285,L006,CCTV Inspection,2024-03-21,2717.37,124.6,29,2,5.0,Completed
J00479,P0047,L023,Emergency Callout,2026-02-21,4457.56,108.8,7,4,5.0,Completed
J00480,P0093,L001,Vactor / Jet Vac,2025-01-15,4536.3,105.3,15,2,3.5,Completed
J00481,P0229,L061,Emergency Callout,2026-06-21,3468.76,116.0,28,7,4.1,Completed
J00482,P0280,L048,Pond Maintenance,2026-02-21,6836.15,69.5,3,1,4.6,Cancelled
J00483,P0250,L051,Pond Maintenance,2026-02-07,9522.5,95.0,9,3,4.3,Completed
J00484,P0049,L074,Vactor / Jet Vac,2025-03-09,5260.52,90.0,47,5,3.6,Completed
J00485,P0172,L050,Vactor / Jet Vac,2025-02-07,3368.23,79.0,24,5,3.0,Completed
J00486,P0264,L063,Pipe Lining,2024-05-03,10064.03,103.7,36,10,4.1,Completed
J00487,P0049,L050,Emergency Callout,2024-01-09,3449.0,155.5,46,11,3.4,Completed
J00488,P0145,L067,Catch Basin Repair,2024-04-13,6565.56,18.8,1,9,3.8,Completed
J00489,P0225,L072,Pond Maintenance,2024-09-26,7365.63,26.3,9,10,4.1,Completed
J00490,P0105,L006,Emergency Callout,2024-12-17,4338.79,237.4,34,8,4.4,Completed
J00491,P0273,L003,Emergency Callout,2025-03-05,3195.79,110.2,23,3,4.4,Completed
J00492,P0285,L059,Erosion Control,2025-02-14,5345.84,135.5,15,8,5.0,Completed
J00493,P0004,L061,Pipe Lining,2025-08-12,8506.32,168.6,27,6,4.7,Completed
J00494,P0258,L010,CCTV Inspection,2026-04-03,2889.42,41.2,25,7,5.0,Completed
J00495,P0193,L032,Stormwater Inspection,2024-07-19,1875.52,113.4,23,2,4.6,Completed
J00496,P0046,L032,Pipe Lining,2024-01-10,8650.8,55.5,22,10,3.6,Completed
J00497,P0211,L021,Emergency Callout,2026-07-03,4485.73,141.7,8,1,4.9,Completed
J00498,P0177,L044,Erosion Control,2024-11-03,8213.31,158.4,14,2,3.2,Completed
J00499,P0218,L028,Vactor / Jet Vac,2025-12-08,3073.76,130.5,20,3,4.4,Completed
J00500,P0146,L013,Catch Basin Repair,2025-05-02,5221.84,139.2,21,4,4.2,Completed
J00501,P0285,L006,CCTV Inspection,2024-12-08,2957.24,124.6,34,5,5.0,Completed
J00502,P0084,L049,Erosion Control,2026-04-09,7991.53,85.8,41,6,4.1,Completed
J00503,P0128,L005,Vactor / Jet Vac,2024-12-25,4533.01,150.0,25,5,4.5,Completed
J00504,P0261,L025,Catch Basin Repair,2025-10-27,3039.87,43.1,16,6,4.4,Completed
J00505,P0191,L013,Pipe Lining,2024-10-18,10048.62,184.7,19,4,3.1,Completed
J00506,P0003,L052,Emergency Callout,2025-04-02,2342.74,113.0,32,6,4.9,Completed
J00507,P0100,L023,Stormwater Inspection,2025-04-19,2201.42,160.5,1,9,2.9,Completed
J00508,P0256,L010,Pipe Lining,2025-10-17,10351.77,114.5,17,7,4.2,Completed
J00509,P0285,L070,Erosion Control,2025-09-19,6194.48,98.3,25,4,4.4,Completed
J00510,P0033,L070,CCTV Inspection,2024-12-17,3305.28,138.7,27,5,4.7,Completed
J00511,P0262,L042,Erosion Control,2025-12-28,4195.44,72.6,23,5,2.2,Completed
J00512,P0211,L003,Stormwater Inspection,2025-03-31,1775.26,122.8,16,2,4.8,Completed
J00513,P0266,L061,Erosion Control,2025-06-17,5352.38,167.5,28,3,4.1,Rework Required
J00514,P0199,L030,Stormwater Inspection,2026-05-24,1799.05,128.2,18,2,5.0,Completed
J00515,P0257,L010,Catch Basin Repair,2026-01-31,5158.33,173.6,25,7,4.6,Completed
J00516,P0159,L046,CCTV Inspection,2025-02-10,2795.75,137.7,9,6,4.3,Completed
J00517,P0268,L025,CCTV Inspection,2025-04-29,3453.11,211.0,20,2,5.0,Completed
J00518,P0114,L008,Vactor / Jet Vac,2025-06-20,4373.14,97.6,28,5,4.4,Completed
J00519,P0148,L046,CCTV Inspection,2025-09-24,2694.99,49.4,8,6,3.5,Completed
J00520,P0219,L058,Stormwater Inspection,2024-09-10,1384.21,54.7,15,5,4.4,Completed
J00521,P0211,L041,Emergency Callout,2024-05-14,2749.41,38.9,1,6,5.0,Completed
J00522,P0183,L034,Pipe Lining,2025-11-10,12330.6,134.6,35,6,3.7,Completed
J00523,P0041,L044,Erosion Control,2025-04-23,4711.61,54.0,1,4,3.9,Rework Required
J00524,P0225,L063,Pond Maintenance,2024-05-18,5702.57,13.5,7,8,5.0,Rework Required
J00525,P0046,L064,Pipe Lining,2025-04-12,12109.51,168.5,12,9,3.5,Completed
J00526,P0035,L043,Stormwater Inspection,2025-10-16,2293.02,169.2,10,2,3.5,Completed
J00527,P0197,L025,Erosion Control,2024-08-20,4574.11,118.4,27,4,4.4,Completed
J00528,P0190,L033,Emergency Callout,2025-02-26,3873.06,103.1,7,1,4.2,Completed
J00529,P0150,L048,Pond Maintenance,2025-06-19,8377.13,101.0,15,7,4.0,Completed
J00530,P0109,L056,Pipe Lining,2025-04-25,10585.7,97.5,26,8,4.4,Completed
J00531,P0047,L024,Emergency Callout,2025-05-03,4610.1,226.5,17,1,4.8,Completed
J00532,P0087,L032,Stormwater Inspection,2025-09-03,1529.22,69.0,39,2,3.1,Completed
J00533,P0238,L028,Vactor / Jet Vac,2024-07-12,2683.57,112.5,22,1,4.6,Completed
J00534,P0237,L049,Stormwater Inspection,2024-06-16,1391.36,99.3,17,7,5.0,Completed
J00535,P0211,L042,Stormwater Inspection,2024-08-13,2034.86,169.7,8,4,5.0,Completed
J00536,P0017,L040,Stormwater Inspection,2025-06-13,2299.4,171.2,9,8,3.9,Completed
J00537,P0069,L016,Pond Maintenance,2026-01-30,5042.49,51.3,30,6,3.8,Completed
J00538,P0018,L049,Pond Maintenance,2026-05-23,5179.33,12.0,29,6,4.3,Completed
J00539,P0216,L054,Pipe Lining,2025-10-14,4420.1,118.4,38,8,4.2,Completed
J00540,P0024,L042,Emergency Callout,2025-09-29,3776.32,119.5,16,5,4.9,Completed
J00541,P0078,L074,Erosion Control,2024-02-20,5636.97,102.5,9,5,4.1,Rework Required
J00542,P0228,L044,Vactor / Jet Vac,2024-04-14,3907.5,82.6,30,3,4.2,Completed
J00543,P0046,L015,Pipe Lining,2026-01-14,11132.95,47.0,27,6,4.1,Completed
J00544,P0075,L060,CCTV Inspection,2025-05-20,2195.92,71.0,28,4,4.5,Completed
J00545,P0288,L051,Stormwater Inspection,2026-03-29,1378.22,94.8,40,4,3.7,Completed
J00546,P0056,L024,Erosion Control,2026-03-21,5517.58,172.0,23,11,4.6,Completed
J00547,P0297,L007,CCTV Inspection,2024-05-29,2580.53,119.3,41,5,4.5,Completed
J00548,P0193,L017,Stormwater Inspection,2025-04-26,1468.7,76.7,20,3,3.7,Completed
J00549,P0079,L065,Pond Maintenance,2026-04-28,3320.14,50.4,30,11,4.4,Completed
J00550,P0290,L070,Catch Basin Repair,2025-03-29,4039.06,84.0,15,12,4.4,Completed
J00551,P0117,L047,Vactor / Jet Vac,2026-01-22,4137.96,169.0,37,3,3.2,Completed
J00552,P0083,L035,Catch Basin Repair,2025-11-28,5250.61,148.7,22,1,4.1,Rework Required
J00553,P0281,L011,Erosion Control,2026-01-15,6957.1,134.3,15,7,3.6,Completed
J00554,P0216,L032,CCTV Inspection,2025-10-15,2052.65,97.9,31,8,3.3,Completed
J00555,P0052,L006,Erosion Control,2026-06-03,6647.04,114.7,11,10,4.2,Completed
J00556,P0141,L008,CCTV Inspection,2025-03-20,1951.43,90.2,34,2,4.0,Completed
J00557,P0079,L026,Pipe Lining,2025-08-21,9937.2,119.9,24,8,4.0,Completed
J00558,P0245,L015,Catch Basin Repair,2024-02-13,6650.11,164.3,8,6,4.4,Completed
J00559,P0098,L070,Emergency Callout,2024-06-07,3684.75,135.9,34,8,3.5,Completed
J00560,P0007,L020,CCTV Inspection,2025-05-26,2075.43,80.4,23,3,3.7,Completed
J00561,P0219,L052,Erosion Control,2026-02-16,6041.86,292.9,16,2,3.5,Completed
J00562,P0059,L052,Vactor / Jet Vac,2024-06-06,5112.66,93.1,24,1,2.5,Completed
J00563,P0178,L009,CCTV Inspection,2024-08-26,2534.39,67.4,1,5,3.3,Completed
J00564,P0164,L038,Erosion Control,2025-03-25,8173.04,24.9,1,5,3.7,Completed
J00565,P0026,L039,Vactor / Jet Vac,2025-01-01,3162.98,145.2,5,2,3.5,Completed
J00566,P0289,L071,Pond Maintenance,2025-05-11,5512.49,169.2,32,12,4.6,Completed
J00567,P0018,L050,Pond Maintenance,2025-05-16,6204.33,139.8,16,5,4.3,Completed
J00568,P0217,L054,Pipe Lining,2024-11-27,8609.45,100.1,26,8,4.3,Completed
J00569,P0123,L071,Pond Maintenance,2025-09-05,8396.08,157.7,10,8,4.4,Cancelled
J00570,P0118,L040,Pipe Lining,2024-06-07,7564.41,68.2,44,3,3.8,Completed
J00571,P0251,L060,Pond Maintenance,2025-04-09,8022.53,63.9,8,8,4.4,Completed
J00572,P0085,L022,Stormwater Inspection,2026-06-23,1541.0,70.4,15,4,3.9,Completed
J00573,P0041,L054,Erosion Control,2024-09-01,5987.83,162.3,7,9,4.5,Completed
J00574,P0087,L001,CCTV Inspection,2025-07-05,2277.07,71.0,27,6,3.8,Completed
J00575,P0087,L025,Catch Basin Repair,2025-05-24,4409.46,35.2,39,1,3.4,Completed
